Ticker,Name,Exchange,Category,Country,Quote,Key,Income,Balance,Cash,Insider,Bonds
QTS,QTS Realty Trust Inc.,NYQ,REIT - Industrial,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PN,Patriot National Inc.,NYQ,Insurance Brokers,USA,3/28/2021,N,5/29/2021,5/29/2021,4/4/2021,N,N
PLT,Plantronics Inc.,NYQ,Processing Systems & Products,USA,5/11/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ORA,Ormat Technologies Inc.,NYQ,Electric Utilities,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NERV,Minerva Neurosciences Inc.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
NEON,Neonode Inc.,NCM,Diversified Electronics,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NEO,NeoGenomics Inc.,NCM,Medical Laboratories & Research,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MTOR,Meritor Inc.,NYQ,Auto Parts,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
MLAB,Mesa Laboratories Inc.,NMS,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MD,MEDNAX Inc.,NYQ,Specialized Health Services,USA,5/31/2021,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
LDL,Lydall Inc.,NYQ,Auto Parts,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
LAKE,Lakeland Industries Inc.,NGM,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
IMMY,Imprimis Pharmaceuticals Inc.,NCM,Biotechnology,USA,5/11/2021,N,5/29/2021,5/29/2021,4/25/2021,N,N
IIVI,II-VI Incorporated,NMS,Scientific & Technical Instruments,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
VSTM,Verastem Inc.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
USPH,U.S. Physical Therapy Inc.,NYQ,Specialized Health Services,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
UPLD,Upland Software Inc.,NGM,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
UEPS,Net 1 UEPS Technologies Inc.,NMS,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
TRUE,TrueCar Inc.,NMS,Internet Service Providers,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
TLK,PT Telekomunikasi Indonesia Tbk,NYQ,Diversified Communication Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
TEDU,Tarena International Inc.,NMS,Education & Training Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
SHOR,ShoreTel Inc.,NMS,Communication Equipment,USA,5/7/2021,N,5/28/2021,5/28/2021,3/20/2021,N,N
SCS,Steelcase Inc.,NYQ,Business Equipment,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
RSPP,RSP Permian Inc.,NYQ,Oil & Gas Drilling & Exploration,USA,5/11/2021,N,5/29/2021,5/29/2021,5/29/2021,N,N
RIGL,Rigel Pharmaceuticals Inc.,NMS,Drugs - Generic,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
RIC,Richmont Mines Inc.,NYQ,Gold,USA,N,N,06/06/2021,06/06/2021,06/06/2021,N,N
RGCO,RGC Resources Inc.,NGM,Gas Utilities,USA,5/8/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PRTK,Paratek Pharmaceuticals Inc.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
POWL,Powell Industries Inc.,NMS,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PFSW,PFSweb Inc.,NCM,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PDFS,PDF Solutions Inc.,NMS,Technical & System Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PAYC,Paycom Software Inc.,NYQ,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
OLP,One Liberty Properties Inc.,NYQ,REIT - Diversified,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NTL,Nortel Inversora S.A.,NYQ,Telecom Services - Foreign,USA,5/11/2021,N,5/28/2021,5/28/2021,5/28/2021,N,N
NPK,National Presto Industries Inc.,NYQ,Aerospace Defense Products & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NC,NACCO Industries Inc.,NYQ,Home Furnishings & Fixtures,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NBY,NovaBay Pharmaceuticals Inc.,ASE,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
NATR,Nature s Sunshine Products Inc.,NCM,Drugs - Generic,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MBI,MBIA Inc.,NYQ,Property & Casualty Insurance,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
KPTI,Karyopharm Therapeutics Inc.,NMS,Drugs - Generic,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
KFY,Korn Ferry International,NYQ,Staffing & Outsourcing Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
KAI,Kadant Inc.,NYQ,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ITCI,Intra-Cellular Therapies Inc.,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
IRS,IRSA Inversiones y Representaciones Sociedad Annima,NYQ,Real Estate Development,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
IDA,IdaCorp Inc.,NYQ,Electric Utilities,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ICUI,ICU Medical Inc.,NMS,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ZEN,Zendesk Inc.,NYQ,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
WCC,WESCO International Inc.,NYQ,Industrial Equipment Wholesale,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
VIAV,Viavi Solutions Inc.,NMS,Communication Equipment,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
JNJ,Johnson & Johnson,NYQ,Drug Manufacturers - Major,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
SIG,Signet Jewelers Limited,NYQ,Jewelry Stores,USA,5/31/2021,5/28/2021,5/28/2021,5/11/2021,5/11/2021,N,N
KGJI,Kingold Jewelry Inc.,NCM,Gold,USA,06/06/2021,06/06/2021,06/06/2021,06/06/2021,06/06/2021,N,N
SJI,South Jersey Industries Inc.,NYQ,Gas Utilities,USA,5/8/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MAYS,J.W. Mays Inc.,NCM,Property Management,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
JYNT,The Joint Corp.,NCM,Hospitals,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
JAMN,Jammin Java Corp.,PNK,Confectioners,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
JNP,Juniper Pharmaceuticals Inc.,NMS,Drugs - Generic,USA,5/11/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
NJMC,New Jersey Mining Company,PNK,Industrial Metals & Minerals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
JCDAF,Jacada Ltd.,PNK,Internet Software & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
STJO,St. Joseph Inc.,PNK,Staffing & Outsourcing Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
KEY,KeyCorp,NYQ,Regional - Midwest Banks,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
PHG,Koninklijke Philips N.V.,NYQ,Electronic Equipment,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
KNOP,KNOT Offshore Partners LP,NYQ,Shipping,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
KIRK,Kirkland s Inc.,NMS,Home Furnishing Stores,USA,5/31/2021,N,5/11/2021,5/11/2021,5/11/2021,N,N
KMT,Kennametal Inc.,NYQ,Machine Tools & Accessories,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
LRN,K12 Inc.,NYQ,Education & Training Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
KMPH,KemPharm Inc.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
KTEC,Key Technology Inc.,NGM,Diversified Machinery,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
KBAL,Kimball International Inc.,NMS,Printed Circuit Boards,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
KRA,Kraton Corporation,NYQ,Specialty Chemicals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
KFRC,Kforce Inc.,NMS,Staffing & Outsourcing Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
KLXI,KLX Inc.,NMS,Aerospace Defense Products & Services,USA,5/12/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
KWR,Quaker Chemical Corporation,NYQ,Specialty Chemicals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
KUBTY,Kubota Corporation,PNK,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
KDUS,Cadus Corporation,PNK,Biotechnology,USA,5/11/2021,N,5/29/2021,5/29/2021,5/29/2021,N,N
KRED,KonaRed Corporation,PNK,Beverages - Soft Drinks,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
KUBTF,Kubota Corporation,PNK,Diversified Machinery,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
KLIB,Killbuck Bancshares Inc.,PNK,Regional - Midwest Banks,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
TUMIF,Kingsmen Resources Ltd.,PNK,Specialty Retail Other,USA,6/1/2021,5/28/2021,5/28/2021,5/28/2021,5/29/2021,N,N
KTHN,Katahdin Bankshares Corp.,PNK,Regional - Northeast Banks,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
KNKT,Kunekt Corporation,PNK,Credit Services,USA,3/26/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
WYNN,Wynn Resorts Limited,NMS,Resorts & Casinos,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
SLB,Schlumberger Limited,NYQ,Oil & Gas Equipment & Services,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
RIG,Transocean Ltd.,NYQ,Oil & Gas Drilling & Exploration,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
SSYS,Stratasys Ltd.,NMS,Computer Peripherals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
TTM,Tata Motors Limited,NYQ,Auto Manufacturers - Major,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MMP,Magellan Midstream Partners L.P.,NYQ,Oil & Gas Pipelines,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
RLJ,RLJ Lodging Trust,NYQ,REIT - Hotel Motel,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
WPZ,Williams Partners L.P.,NYQ,Oil & Gas Pipelines,USA,5/11/2021,N,5/29/2021,5/29/2021,4/3/2021,N,N
TROX,Tronox Limited,NYQ,Chemicals - Major Diversified,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SOL,ReneSola Ltd,NYQ,Semiconductor - Specialized,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SUN,Sunoco LP,NYQ,Oil & Gas Refining & Marketing,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
STON,StoneMor Partners L.P.,NYQ,Personal Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
SPH,Suburban Propane Partners L.P.,NYQ,Gas Utilities,USA,5/8/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
TNK,Teekay Tankers Ltd.,NYQ,Shipping,USA,5/8/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
TGP,Teekay LNG Partners L.P.,NYQ,Shipping,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
SMLP,Summit Midstream Partners LP,NYQ,Oil & Gas Pipelines,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
NMM,Navios Maritime Partners L.P.,NYQ,Shipping,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MPLX,MPLX LP,NYQ,Oil & Gas Pipelines,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
WIT,Wipro Limited,NYQ,Information Technology Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
SSL,Sasol Limited,NYQ,Major Integrated Oil & Gas,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
RDWR,Radware Ltd.,NMS,Information Technology Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
LXP,Lexington Realty Trust,NYQ,REIT - Diversified,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
TPL,Texas Pacific Land Trust,NYQ,Real Estate Development,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SPCB,SuperCom Ltd.,NCM,Security Software & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
WIX,Wix.com Ltd.,NMS,Internet Information Providers,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
SRLP,Sprague Resources LP,NYQ,Oil & Gas Refining & Marketing,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
NRP,Natural Resource Partners L.P.,NYQ,Industrial Metals & Minerals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NCTY,The9 Limited,NMS,Multimedia & Graphics Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
WNS,WNS (Holdings) Limited,NYQ,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
TSEM,Tower Semiconductor Ltd.,NMS,Semiconductor - Integrated Circuits,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
SHOO,Steven Madden Ltd.,NMS,Textile - Apparel Footwear & Accessories,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
RWLK,ReWalk Robotics Ltd.,NCM,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
PSXP,Phillips 66 Partners LP,NYQ,Oil & Gas Refining & Marketing,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
MMLP,Martin Midstream Partners L.P.,NMS,Oil & Gas Pipelines,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
LAZ,Lazard Ltd,NYQ,Asset Management,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
PERI,Perion Network Ltd.,NMS,Business Software & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MAGS,Magal Security Systems Ltd.,NGM,Security & Protection Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
TVPT,Travelport Worldwide Limited,NYQ,Recreational Goods Other,USA,5/11/2021,N,5/28/2021,5/28/2021,5/28/2021,N,N
TRMB,Trimble Inc.,NMS,Scientific & Technical Instruments,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SILC,Silicom Ltd.,NMS,Networking & Communication Devices,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MRTN,Marten Transport Ltd.,NMS,Trucking,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MIXT,MiX Telematics Limited,NYQ,Technical & System Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
LVNTA,Liberty Ventures,NMS,Catalog & Mail Order Houses,USA,5/11/2021,N,5/28/2021,5/28/2021,5/28/2021,N,N
LAWS,Lawson Products Inc.,NMS,Industrial Equipment Wholesale,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
TATT,TAT Technologies Ltd.,NGM,Aerospace Defense Products & Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
SLAB,Silicon Laboratories Inc.,NMS,Semiconductor - Integrated Circuits,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SHLX,Shell Midstream Partners L.P.,NYQ,Oil & Gas Pipelines,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
MTSL,MER Telemanagement Solutions Ltd.,NCM,Diversified Communication Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
LPCN,Lipocine Inc.,NCM,Drugs - Generic,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
LMRK,Landmark Infrastructure Partners LP,NGM,Property Management,USA,5/8/2021,5/30/2021,5/8/2021,5/8/2021,5/8/2021,N,N
LFUS,Littelfuse Inc.,NMS,Electronics Wholesale,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ZPIN,Zhaopin Limited,NYQ,Staffing & Outsourcing Services,USA,5/12/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
RMP,Rice Midstream Partners LP,NYQ,Oil & Gas Pipelines,USA,5/11/2021,N,5/29/2021,5/29/2021,4/3/2021,N,N
PRPH,ProPhase Labs Inc.,NCM,Drug Related Products,USA,5/31/2021,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NVGN,Novogen Limited,NCM,Drug Manufacturers - Major,USA,5/11/2021,N,5/29/2021,5/29/2021,5/29/2021,N,N
NVFY,Nova Lifestyle Inc.,NGM,Home Furnishings & Fixtures,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NDRM,NeuroDerm Ltd.,NGM,Biotechnology,USA,5/11/2021,N,5/29/2021,5/29/2021,5/29/2021,N,N
MMYT,MakeMyTrip Limited,NMS,General Entertainment,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
LUB,Luby s Inc.,NYQ,Restaurants,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
LTRX,Lantronix Inc.,NCM,Networking & Communication Devices,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
XNET,Xunlei Limited,NMS,Application Software,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
TARO,Taro Pharmaceutical Industries Ltd.,NYQ,Drug Manufacturers - Other,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
RCON,Recon Technology Ltd.,NCM,Oil & Gas Equipment & Services,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
OBAS,Optibase Ltd.,NGM,Property Management,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
LUNA,Luna Innovations Incorporated,NCM,Scientific & Technical Instruments,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
TGB,Taseko Mines Limited,ASE,Industrial Metals & Minerals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
RITT,RiT Technologies Ltd.,PNK,Communication Equipment,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
RDCM,Radcom Ltd.,NCM,Computer Peripherals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
PANL,Pangaea Logistics Solutions Ltd.,NCM,Shipping,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
LMAT,LeMaitre Vascular Inc.,NGM,Medical Instruments & Supplies,USA,5/31/2021,5/30/2021,4/25/2021,4/25/2021,4/25/2021,N,N
LIQT,LiqTech International Inc.,ASE,Pollution & Treatment Controls,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
WMLP,Westmoreland Resource Partners LP,NYQ,Nonmetallic Mineral Mining,USA,5/12/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
LTRE,Learning Tree International Inc.,PNK,Education & Training Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
LQDT,Liquidity Services Inc.,NMS,Catalog & Mail Order Houses,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
WNRL,Western Refining Logistics LP,NYQ,Oil & Gas Pipelines,USA,5/11/2021,N,5/29/2021,5/29/2021,5/29/2021,N,N
VNRX,VolitionRx Limited,ASE,Medical Laboratories & Research,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
STDY,SteadyMed Ltd.,NGM,Drugs - Generic,USA,5/11/2021,N,5/30/2021,5/30/2021,4/25/2021,N,N
SIFY,Sify Technologies Limited,NCM,Internet Service Providers,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
RLOG,Rand Logistics Inc.,NCM,Shipping,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
PTNR,Partner Communications Company Ltd.,NMS,Wireless Communications,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
NAP,Navios Maritime Midstream Partners L.P.,NYQ,Shipping,USA,5/8/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
MDWD,MediWound Ltd.,NGM,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
CKX,CKX Lands Inc.,ASE,Property Management,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CCLP,CSI Compressco LP,NMS,Oil & Gas Equipment & Services,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CAPL,CrossAmerica Partners LP,NYQ,Oil & Gas Refining & Marketing,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
USLM,United States Lime & Minerals Inc.,NMS,General Building Materials,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CHEK,Check-Cap Ltd.,NCM,Medical Laboratories & Research,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
USDP,USD Partners LP,NYQ,Railroads,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PBFX,PBF Logistics LP,NYQ,Oil & Gas Pipelines,USA,6/2/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
CLCN,Creative Learning Corporation,PNK,Education & Training Services,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
OCIP,OCI Partners LP,NYQ,Chemicals - Major Diversified,USA,5/12/2021,N,5/30/2021,5/30/2021,5/30/2021,N,N
NVMI,Nova Measuring Instruments Ltd.,NMS,Semiconductor Equipment & Materials,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
LQMT,Liquidmetal Technologies Inc.,PNK,Industrial Metals & Minerals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
LPAD,LaPolla Industries Inc.,PNK,Specialty Chemicals,USA,5/12/2021,N,5/30/2021,5/30/2021,5/8/2021,N,N
LCAR,Lescarden Inc.,PNK,Drug Manufacturers - Other,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ITNM,International Monetary Systems Ltd.,PNK,Business Services,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
SMGI,SMG Indium Resources Ltd.,PNK,Industrial Metals & Minerals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
LTTC,Lattice Incorporated,PNK,Networking & Communication Devices,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
LCTC,Lifeloc Technologies Inc.,PNK,Medical Appliances & Equipment,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
LTFD,Littlefield Corporation,PNK,Gaming Activities,USA,5/31/2021,N,5/11/2021,5/11/2021,5/11/2021,N,N
TXIC,Tongxin International Ltd.,PNK,Auto Parts,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
SGLB,Sigma Labs Inc.,NCM,Diversified Investments,USA,3/28/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
RBCL,RBC Life Sciences Inc.,PNK,Drug Related Products,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
PKIN,Pekin Life Insurance Company,PNK,Life Insurance,USA,4/24/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
PHLI,Pacifichealth Laboratories Inc.,PNK,Drug Related Products,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
LWLG,Lightwave Logic Inc.,PNK,Specialty Chemicals,USA,5/12/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
