Ticker,Name,Exchange,Category,Country,Quote,Key,Income,Balance,Cash,Insider,Bonds
CPRX,Catalyst Pharmaceuticals Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
TPCO,Tribune Publishing Company,NMS,Publishing - Periodicals,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
FSTR,LB Foster Company,NMS,Railroads,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NMRK,Newmark Group Inc,NMS,Real Estate Development,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
EXPI,eXp World Holdings Inc,NMS,Real Estate Development,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
GTS,Triple-S Management Corporation,NMS,Healthcare Plans,USA,N,N,N,N,N,N,N
AMTB,Amerant Bancorp Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ALBO,Albireo Pharma Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
GOSS,Gossamer Bio Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CTMX,CytomX Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CSR,Investors Real Estate Trust,NMS,Real Estate Development,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
RMR,The RMR Group Inc,NMS,Real Estate Development,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
FTHM,Fathom Holdings Inc,NMS,Real Estate Development,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CBTX,CBTX Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MLP,Maui Land & Pineapple Company Inc,NQS,Real Estate Development,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
KALV,KalVista Pharmaceuticals Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
INDT,INDUS Realty Trust Inc,NMS,Real Estate Development,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
JOE,The St Joe Company,NQS,Real Estate Development,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CWH,Camping World Holdings Inc,NMS,Recreational Vehicles,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AUD,Audacy Inc,NMS,Broadcasting - Radio,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
ONEW,OneWater Marine Inc,NMS,Recreational Vehicles,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
BCAB,BioAtla Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
IGMS,IGM Biosciences Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MESA,Mesa Air Group Inc,NMS,Regional Airlines,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CCXI,ChemoCentryx Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
REVG,REV Group Inc,NQS,Farm & Construction Machinery,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SAFE,Safehold Inc,NMS,REIT - Diversified,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PMVP,PMV Pharmaceuticals Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AFIN,American Finance Trust Inc,NMS,REIT - Diversified,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
CLNC,Colony Credit Real Estate Inc,NMS,REIT - Diversified,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
VITL,Vital Farms Inc,NMS,Farm Products,USA,6/1/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
BNL,Broadstone Net Lease Inc,NMS,REIT - Diversified,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
GOOD,Gladstone Commercial Corporation,NMS,REIT - Diversified,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
DTIL,Precision BioSciences Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
PGEN,Precigen Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MSGN,MSG Networks Inc,NQS,Entertainment - Diversified,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
CLPR,Clipper Realty Inc,NMS,REIT - Diversified,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PINE,Alpine Income Property Trust Inc,NQS,REIT - Diversified,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CHCT,Community Healthcare Trust Incorporated,NMS,REIT - Healthcare Facilities,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
STOK,Stoke Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
DHC,Diversified Healthcare Trust,NMS,REIT - Healthcare Facilities,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
MCB,Metropolitan Bank Holding Corp,NQS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
EQBK,Equity Bancshares Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
RBNC,Reliant Bancorp Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
SVC,Service Properties Trust,NMS,REIT - Hotel Motel,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CRNX,Crinetics Pharmaceuticals Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CLDT,Chatham Lodging Trust,NMS,REIT - Hotel Motel,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CAMP,CalAmp Corp,NMS,Communication Equipment,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ALRS,Alerus Financial Corporation,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
CPLG,CorePoint Lodging Inc,NMS,REIT - Hotel Motel,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ILPT,Industrial Logistics Properties Trust,NMS,REIT - Industrial,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
LAND,Gladstone Land Corporation,NMS,REIT - Industrial,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
CMRX,Chimerix Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
PLYM,Plymouth Industrial REIT Inc,NQS,REIT - Industrial,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
BRMK,Broadmark Realty Capital Inc,NMS,REIT - Mortgage,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
VERU,Veru Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
BFC,Bank First Corporation,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
SEER,Seer Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
LADR,Ladder Capital Corp,NMS,REIT - Mortgage,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
HOFT,Hooker Furniture Corporation,NMS,Home Furnishings & Fixtures,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SCU,Sculptor Capital Management Inc,NQS,Asset Management,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
KYMR,Kymera Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MVBF,MVB Financial Corp,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
RC,Ready Capital Corporation,NMS,REIT - Mortgage,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CLVS,Clovis Oncology Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
IVR,Invesco Mortgage Capital Inc,NQS,REIT - Mortgage,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
MCS,The Marcus Corporation,NQS,Entertainment - Diversified,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
BFST,Business First Bancshares Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ITOS,iTeos Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
GPMT,Granite Point Mortgage Trust Inc,NQS,REIT - Mortgage,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
TRTX,TPG RE Finance Trust Inc,NMS,REIT - Mortgage,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
VSEC,VSE Corporation,NMS,Aerospace Defense Products & Services,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
AMK,AssetMark Financial Holdings Inc,NMS,Asset Management,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MBIN,Merchants Bancorp,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
KREF,KKR Real Estate Finance Trust Inc,NQS,REIT - Mortgage,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DX,Dynex Capital Inc,NMS,REIT - Mortgage,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
RFL,Rafael Holdings Inc,NQS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
CMBM,Cambium Networks Corporation,NMS,Communication Equipment,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
ORC,Orchid Island Capital Inc,NQS,REIT - Mortgage,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CUE,Cue Biopharma Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
RBB,RBB Bancorp,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
KRON,Kronos Bio Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
BTAI,BioXcel Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
OPRT,Oportun Financial Corporation,NMS,Credit Services,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CHMI,Cherry Hill Mortgage Investment Corporation,NMS,REIT - Mortgage,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CGEM,Cullinan Oncology Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AAIC,Arlington Asset Investment Corp,NMS,REIT - Mortgage,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
PRVB,Provention Bio Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
KNSA,Kiniksa Pharmaceuticals Ltd,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
GNL,Global Net Lease Inc,NQS,REIT - Office,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
PHAT,Phathom Pharmaceuticals Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
PRLD,Prelude Therapeutics Incorporated,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
DEA,Easterly Government Properties Inc,NQS,REIT - Office,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CCCC,C4 Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CLI,Mack-Cali Realty Corporation,NQS,REIT - Office,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
OPI,Office Properties Income Trust,NMS,REIT - Office,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
CIO,City Office REIT Inc,NMS,REIT - Office,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CCNE,CNB Financial Corporation,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ORGO,Organogenesis Holdings Inc,NMS,Drug Manufacturers - Other,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AKRO,Akero Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
NXRT,NexPoint Residential Trust Inc,NMS,REIT - Residential,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SBTX,Silverback Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
BOMN,Boston Omaha Corporation,NMS,Advertising Agencies,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
SNR,New Senior Investment Group Inc,NQS,REIT - Residential,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
BRG,Bluerock Residential Growth REIT Inc,NMS,REIT - Residential,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
RM,Regional Management Corp,NQS,Credit Services,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
URGN,UroGen Pharma Ltd,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
VXRT,Vaxart Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
FCBP,First Choice Bancorp,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CARE,Carter Bankshares Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
QMCO,Quantum Corporation,NMS,Computer Based Systems,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
STTK,Shattuck Labs Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
PASG,Passage Bio Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
SKT,Tanger Factory Outlet Centers Inc,NQS,REIT - Retail,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
BWB,Bridgewater Bancshares Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
GTY,Getty Realty Corp,NMS,REIT - Retail,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SRG,Seritage Growth Properties,NQS,REIT - Retail,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NTST,NETSTREIT Corp,NQS,REIT - Retail,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
DRRX,DURECT Corporation,NMS,Drug Manufacturers - Other,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
RVI,Retail Value Inc,NQS,REIT - Retail,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
FF,FutureFuel Corp,NMS,Chemicals - Major Diversified,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CAI,CAI International Inc,NMS,Rental & Leasing Services,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SMBK,SmartFinancial Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
GNTY,Guaranty Bancshares Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ALTG,Alta Equipment Group Inc,NMS,Rental & Leasing Services,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ATNX,Athenex Inc,NMS,Drug Manufacturers - Other,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NLTX,Neoleukin Therapeutics Inc,NMS,Drug Manufacturers - Other,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CSTR,Capstar Financial Holdings Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AVIR,Atea Pharmaceuticals Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
IDYA,IDEAYA Biosciences Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
KNTE,Kinnate Biopharma Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CTOS,Custom Truck One Source Inc,NMS,Rental & Leasing Services,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
FRST,Primis Financial Corp,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
OCX,OncoCyte Corporation,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
LEGH,Legacy Housing Corporation,NMS,Residential Construction,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
EVRI,Everi Holdings Inc,NQS,Resorts & Casinos,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
STXB,Spirit of Texas Bancshares Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ADVM,Adverum Biotechnologies Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MCBS,MetroCity Bankshares Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AVRO,AVROBIO Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AGLE,Aeglea BioTherapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
MTRX,Matrix Service Company,NMS,Heavy Construction,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
BALY,Ballys Corporation,NMS,Resorts & Casinos,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
ACEL,Accel Entertainment Inc,NMS,Resorts & Casinos,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
OLMA,Olema Pharmaceuticals Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
AKUS,Akouos Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
PKE,Park Aerospace Corp,NQS,Aerospace Defense Products & Services,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
GAN,GAN Limited,NMS,Resorts & Casinos,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
CBAY,CymaBay Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N,N
BVH,Bluegreen Vacations Holding Corporation,NMS,Resorts & Casinos,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
VOXX,VOXX International Corporation,NMS,Electronic Equipment,USA,5/31/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
AGS,PlayAGS Inc,NMS,Resorts & Casinos,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
DENN,Dennys Corporation,NMS,Restaurants,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
NDLS,Noodles & Company,NMS,Restaurants,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
PSTX,Poseida Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
NCMI,National CineMedia Inc,NMS,Advertising Agencies,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
CURO,CURO Group Holdings Corp,NMS,Credit Services,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
KRUS,Kura Sushi USA Inc,NMS,Restaurants,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
GNSS,Genasys Inc,NMS,Scientific & Technical Instruments,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CYBE,CyberOptics Corporation,NMS,Scientific & Technical Instruments,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SPRO,Spero Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
BATRA,The Liberty Braves Group,NMS,Entertainment - Diversified,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N
TRC,Tejon Ranch Co,NQS,Conglomerates,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
WRAP,Wrap Technologies Inc,NMS,Scientific & Technical Instruments,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
VVNT,Vivint Smart Home Inc,NMS,Security & Protection Services,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ARLO,Arlo Technologies Inc,NMS,Security & Protection Services,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CIX,CompX International Inc,NMS,Security & Protection Services,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
COHU,Cohu Inc,NMS,Semiconductor Equipment & Materials,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
RRBI,Red River Bancshares Inc,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
CASA,Casa Systems Inc,NMS,Communication Equipment,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
CCB,Coastal Financial Corporation,NMS,Banks - Regional,USA,N,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
GRTS,Gritstone bio Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
MGTX,MeiraGTx Holdings plc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
ICHR,Ichor Holdings Ltd,NMS,Semiconductor Equipment & Materials,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
ATOM,Atomera Incorporated,NMS,Semiconductor Equipment & Materials,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SITM,SiTime Corporation,NMS,Semiconductor - Broad Line,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
LASR,nLIGHT Inc,NMS,Semiconductor - Broad Line,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
CSPR,Casper Sleep Inc,NMS,Home Furnishings & Fixtures,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SGH,SMART Global Holdings Inc,NMS,Semiconductor - Broad Line,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
NPTN,NeoPhotonics Corporation,NQS,Semiconductor - Broad Line,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
EVC,Entravision Communications Corporation,NMS,Broadcasting - TV,USA,5/31/2021,5/28/2021,5/28/2021,5/28/2021,5/28/2021,N,N
NVEC,NVE Corporation,NMS,Semiconductor - Broad Line,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
NGMS,NeoGames SA,NMS,Gaming Activities,USA,5/31/2021,N,N,N,N,N,N
SPT,Sprout Social Inc,NMS,Application Software,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
HARP,Harpoon Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
EB,Eventbrite Inc,NMS,Application Software,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
BDTX,Black Diamond Therapeutics Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
EIGR,Eiger BioPharmaceuticals Inc,NMS,Biotechnology,USA,5/31/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,5/29/2021,N
PAR,PAR Technology Corporation,NMS,Application Software,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SPNS,Sapiens International Corporation NV,NMS,Application Software,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N,N
ECOM,ChannelAdvisor Corporation,NMS,Application Software,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
SSTI,ShotSpotter Inc,NMS,Application Software,USA,N,5/30/2021,5/30/2021,5/30/2021,5/30/2021,5/30/2021,N
