Ticker,Name,Exchange,Category,Country,Quote,Income,Balance,Cash,Insider,Institutional,Bonds,Buybacks
UHLN,US Highland Inc.,PNK,Communication Equipment,USA,5/7/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
SIGN,Signet International Holdings Inc.,PNK,Broadcasting - TV,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
RVUE,rVue Holdings Inc.,PNK,Advertising Agencies,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
TSLA,Tesla Inc.,NMS,Auto Manufacturers - Major,USA,5/12/2021,3/27/2021,3/27/2021,3/27/2021,N,N,N,N
WMT,Wal-Mart Stores Inc.,NYQ,Discount Variety Stores,USA,5/9/2021,5/9/2021,5/9/2021,5/9/2021,N,N,N,N
VRX,Valeant Pharmaceuticals International Inc.,NYQ,Drug Delivery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
NFLX,Netflix Inc.,NMS,CATV Systems,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
PFE,Pfizer Inc.,NYQ,Drug Manufacturers - Major,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
NKE,NIKE Inc.,NYQ,Textile - Apparel Footwear & Accessories,USA,5/11/2021,3/23/2021,3/23/2021,3/23/2021,N,N,N,N
QCOM,QUALCOMM Incorporated,NMS,Communication Equipment,USA,5/7/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
PEP,Pepsico Inc.,NYQ,Beverages - Soft Drinks,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
MU,Micron Technology Inc.,NMS,Semiconductor- Memory Chips,USA,5/12/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
TWTR,Twitter Inc.,NYQ,Internet Information Providers,USA,5/11/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
PM,Philip Morris International Inc.,NYQ,Cigarettes,USA,5/11/2021,5/11/2021,3/23/2021,3/23/2021,N,N,N,N
V,Visa Inc.,NYQ,Credit Services,USA,3/26/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
REGN,Regeneron Pharmaceuticals Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
TWX,Time Warner Inc.,NYQ,Entertainment - Diversified,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
KMI,Kinder Morgan Inc.,NYQ,Oil & Gas Pipelines,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
UPS,United Parcel Service Inc.,NYQ,Air Delivery & Freight Services,USA,3/28/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
TXN,Texas Instruments Incorporated,NMS,Semiconductor - Broad Line,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
M,Macy s Inc.,NYQ,Department Stores,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
MET,MetLife Inc.,NYQ,Life Insurance,USA,4/24/2021,4/24/2021,4/24/2021,4/24/2021,N,N,N,N
MAT,Mattel Inc.,NMS,Toys & Games,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
SPLS,Staples Inc.,NMS,Specialty Retail Other,USA,5/11/2021,3/23/2021,3/26/2021,3/26/2021,N,N,N,N
INO,Inovio Pharmaceuticals Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
MAR,Marriott International Inc.,NMS,Lodging,USA,5/11/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
MA,Mastercard Incorporated,NYQ,Credit Services,USA,3/26/2021,3/26/2021,3/26/2021,3/26/2021,N,N,N,N
VRTX,Vertex Pharmaceuticals Incorporated,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
P,Pandora Media Inc.,NYQ,Broadcasting - Radio,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
ZNGA,Zynga Inc.,NMS,Multimedia & Graphics Software,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ROST,Ross Stores Inc.,NMS,Apparel Stores,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
MDLZ,Mondelez International Inc.,NMS,Confectioners,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
JNPR,Juniper Networks Inc.,NYQ,Networking & Communication Devices,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TMUS,T-Mobile US Inc.,NMS,Wireless Communications,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
SWKS,Skyworks Solutions Inc.,NMS,Semiconductor - Integrated Circuits,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
NOV,National Oilwell Varco Inc.,NYQ,Oil & Gas Equipment & Services,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
ISRG,Intuitive Surgical Inc.,NMS,Medical Appliances & Equipment,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
SRCL,Stericycle Inc.,NMS,Waste Management,USA,3/28/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TEVA,Teva Pharmaceutical Industries Limited,NYQ,Drug Manufacturers - Other,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
PAYX,Paychex Inc.,NMS,Staffing & Outsourcing Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MCHP,Microchip Technology Incorporated,NMS,Semiconductor - Broad Line,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
XLNX,Xilinx Inc.,NMS,Semiconductor - Integrated Circuits,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MXIM,Maxim Integrated Products Inc.,NMS,Semiconductor - Broad Line,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MSI,Motorola Solutions Inc.,NYQ,Communication Equipment,USA,5/7/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
URBN,Urban Outfitters Inc.,NMS,Apparel Stores,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
SKX,Skechers U.S.A. Inc.,NYQ,Textile - Apparel Footwear & Accessories,USA,5/11/2021,3/23/2021,3/23/2021,3/23/2021,N,N,N,N
NTAP,NetApp Inc.,NMS,Data Storage Devices,USA,5/12/2021,5/7/2021,5/12/2021,5/12/2021,N,N,N,N
SHAK,Shake Shack Inc.,NYQ,Specialty Eateries,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
INTU,Intuit Inc.,NMS,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
ILMN,Illumina Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
PPG,PPG Industries Inc.,NYQ,Specialty Chemicals,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
VMW,VMware Inc.,NYQ,Technical & System Software,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
PCAR,PACCAR Inc,NMS,Trucks & Other Vehicles,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
VTR,Ventas Inc.,NYQ,REIT - Healthcare Facilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TER,Teradyne Inc.,NYQ,Semiconductor Equipment & Materials,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
SRPT,Sarepta Therapeutics Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
PLUG,Plug Power Inc.,NCM,Diversified Electronics,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ICPT,Intercept Pharmaceuticals Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
YELP,Yelp Inc.,NYQ,Internet Information Providers,USA,5/11/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
WM,Waste Management Inc.,NYQ,Waste Management,USA,3/28/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
SOHU,Sohu.com Inc.,NMS,Internet Information Providers,USA,5/11/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
NTES,NetEase Inc.,NMS,Internet Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ZIOP,ZIOPHARM Oncology Inc.,NCM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
JWN,Nordstrom Inc.,NYQ,Apparel Stores,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
ITW,Illinois Tool Works Inc.,NYQ,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
YY,YY Inc.,NMS,Internet Information Providers,USA,5/11/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
VRSN,VeriSign Inc.,NMS,Internet Information Providers,USA,5/11/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
MGM,MGM Resorts International,NYQ,Resorts & Casinos,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
JD,JD.com Inc.,NMS,Internet Information Providers,USA,5/11/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
WSO,Watsco Inc.,NYQ,Electronics Wholesale,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
TRN,Trinity Industries Inc.,NYQ,Railroads,USA,5/12/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
NDAQ,Nasdaq Inc.,NMS,Diversified Investments,USA,3/28/2021,4/4/2021,4/4/2021,4/4/2021,N,N,N,N
NVAX,Novavax Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
NI,NiSource Inc.,NYQ,Diversified Utilities,USA,5/8/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MLM,Martin Marietta Materials Inc.,NYQ,General Building Materials,USA,5/7/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
R,Ryder System Inc.,NYQ,Rental & Leasing Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
PX,Praxair Inc.,NYQ,Chemicals - Major Diversified,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
INFY,Infosys Limited,NYQ,Technical & System Software,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
WDAY,Workday Inc.,NYQ,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
MXL,MaxLinear Inc.,NYQ,Semiconductor - Integrated Circuits,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TGLS,Tecnoglass Inc.,NCM,General Building Materials,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
RSG,Republic Services Inc.,NYQ,Waste Management,USA,3/28/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
LEG,Leggett & Platt Incorporated,NYQ,Home Furnishings & Fixtures,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
URI,United Rentals Inc.,NYQ,Rental & Leasing Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TRIP,TripAdvisor Inc.,NMS,Internet Information Providers,USA,5/11/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
OVAS,OvaScience Inc.,NGM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
NBR,Nabors Industries Ltd.,NYQ,Oil & Gas Drilling & Exploration,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
IR,Ingersoll-Rand Plc,NYQ,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
PHM,PulteGroup Inc.,NYQ,Residential Construction,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MAN,ManpowerGroup Inc.,NYQ,Staffing & Outsourcing Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
LTC,LTC Properties Inc.,NYQ,REIT - Healthcare Facilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
WPRT,Westport Fuel Systems Inc.,NMS,Auto Parts,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
SNA,Snap-on Incorporated,NYQ,Small Tools & Accessories,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
RYN,Rayonier Inc.,NYQ,Lumber Wood Production,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
RMBS,Rambus Inc.,NMS,Semiconductor- Memory Chips,USA,5/12/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
RCII,Rent-A-Center Inc.,NMS,Rental & Leasing Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
NYMT,New York Mortgage Trust Inc.,NMS,REIT - Residential,USA,5/12/2021,4/18/2021,4/18/2021,4/18/2021,N,N,N,N
JUNO,Juno Therapeutics Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
IRM,Iron Mountain Incorporated,NYQ,Business Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ZTS,Zoetis Inc.,NYQ,Drugs - Generic,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
WSM,Williams-Sonoma Inc.,NYQ,Home Furnishing Stores,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
UNXL,Uni-Pixel Inc.,NCM,Diversified Electronics,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
RTK,Rentech Inc.,NCM,Agricultural Chemicals,USA,5/12/2021,4/27/2021,4/27/2021,4/27/2021,N,N,N,N
RES,RPC Inc.,NYQ,Oil & Gas Equipment & Services,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
PTCT,PTC Therapeutics Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
PII,Polaris Industries Inc.,NYQ,Recreational Vehicles,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
OKE,ONEOK Inc.,NYQ,Gas Utilities,USA,5/8/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
OAS,Oasis Petroleum Inc.,NYQ,Independent Oil & Gas,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
VAR,Varian Medical Systems Inc.,NYQ,Medical Appliances & Equipment,USA,3/27/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
TDW,Tidewater Inc.,NYQ,Oil & Gas Equipment & Services,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
SYNA,Synaptics Incorporated,NMS,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
STWD,Starwood Property Trust Inc.,NYQ,REIT - Diversified,USA,5/12/2021,5/12/2021,5/12/2021,5/12/2021,N,N,N,N
PWR,Quanta Services Inc.,NYQ,General Contractors,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
LGND,Ligand Pharmaceuticals Incorporated,NGM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
IDXX,IDEXX Laboratories Inc.,NMS,Diagnostic Substances,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
XPO,XPO Logistics Inc.,NYQ,Air Delivery & Freight Services,USA,3/28/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
PCRX,Pacira Pharmaceuticals Inc.,NMS,Drugs - Generic,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
NNN,National Retail Properties Inc.,NYQ,REIT - Diversified,USA,5/12/2021,5/12/2021,5/12/2021,5/12/2021,N,N,N,N
MUSA,Murphy USA Inc.,NYQ,Specialty Retail Other,USA,5/11/2021,3/23/2021,3/26/2021,3/26/2021,N,N,N,N
IVZ,Invesco Ltd.,NYQ,Asset Management,USA,3/28/2021,3/28/2021,N,4/4/2021,N,N,N,N
WGO,Winnebago Industries Inc.,NYQ,Recreational Vehicles,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
STAG,STAG Industrial Inc.,NYQ,REIT - Industrial,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
SNPS,Synopsys Inc.,NMS,Semiconductor Equipment & Materials,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
RPM,RPM International Inc.,NYQ,Specialty Chemicals,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
OMI,Owens & Minor Inc.,NYQ,Medical Equipment Wholesale,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
NG,NovaGold Resources Inc.,ASE,Gold,USA,5/9/2021,5/9/2021,5/9/2021,5/9/2021,N,N,N,N
ISR,IsoRay Inc.,ASE,Medical Instruments & Supplies,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
WST,West Pharmaceutical Services Inc.,NYQ,Medical Instruments & Supplies,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
SVU,SUPERVALU Inc.,NYQ,Grocery Stores,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
SPPI,Spectrum Pharmaceuticals Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
QSII,Quality Systems Inc.,NMS,Healthcare Information Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
OI,Owens-Illinois Inc.,NYQ,Packaging & Containers,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
MHK,Mohawk Industries Inc.,NYQ,Home Furnishings & Fixtures,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
JLL,Jones Lang LaSalle Incorporated,NYQ,Property Management,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ZGNX,Zogenix Inc.,NGM,Drug Manufacturers - Major,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
RENN,Renren Inc.,NYQ,Internet Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
PZZA,Papa John s International Inc.,NMS,Specialty Eateries,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
INVE,Identiv Inc.,NCM,Computer Peripherals,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
TXT,Textron Inc.,NYQ,Aerospace Defense - Major Diversified,USA,5/12/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
STMP,Stamps.com Inc.,NMS,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
RARE,Ultragenyx Pharmaceutical Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
OII,Oceaneering International Inc.,NYQ,Oil & Gas Equipment & Services,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
NWL,Newell Brands Inc.,NYQ,Housewares & Accessories,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
LYB,LyondellBasell Industries N.V.,NYQ,Specialty Chemicals,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TFX,Teleflex Incorporated,NYQ,Medical Instruments & Supplies,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
SNI,Scripps Networks Interactive Inc.,NMS,Broadcasting - TV,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
SCMP,Sucampo Pharmaceuticals Inc.,NGM,Drug Manufacturers - Other,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
RT,Ruby Tuesday Inc.,NYQ,Restaurants,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
LII,Lennox International Inc.,NYQ,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
IDCC,InterDigital Inc.,NMS,Wireless Communications,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
SPLK,Splunk Inc.,NMS,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
SIR,Select Income REIT,NMS,REIT - Office,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
RDI,Reading International Inc.,NCM,Movie Production Theaters,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
QRVO,Qorvo Inc.,NMS,Semiconductor - Broad Line,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
PKI,PerkinElmer Inc.,NYQ,Medical Laboratories & Research,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
PAY,VeriFone Systems Inc.,NYQ,Business Equipment,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
OCLR,Oclaro Inc.,NMS,Semiconductor Equipment & Materials,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
NQ,NQ Mobile Inc.,NYQ,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
KBR,KBR Inc.,NYQ,Technical Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ZUMZ,Zumiez Inc.,NMS,Specialty Retail Other,USA,5/11/2021,3/23/2021,3/26/2021,3/26/2021,N,N,N,N
WWD,Woodward Inc.,NMS,Aerospace Defense Products & Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
VRNT,Verint Systems Inc.,NMS,Business Software & Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
RRTS,Roadrunner Transportation Systems Inc.,NYQ,Air Delivery & Freight Services,USA,3/28/2021,3/28/2021,3/28/2021,3/28/2021,N,N,N,N
PPHM,Peregrine Pharmaceuticals Inc.,NCM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
ORIG,Ocean Rig UDW Inc.,NMS,Oil & Gas Drilling & Exploration,USA,5/11/2021,4/3/2021,4/3/2021,4/3/2021,N,N,N,N
NOW,ServiceNow Inc.,NYQ,Information Technology Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MMSI,Merit Medical Systems Inc.,NMS,Medical Instruments & Supplies,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
MMS,MAXIMUS Inc.,NYQ,Business Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
INFI,Infinity Pharmaceuticals Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
IMGN,ImmunoGen Inc.,NMS,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
VNTV,Vantiv Inc.,NYQ,Business Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
TWI,Titan International Inc.,NYQ,Farm & Construction Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
TTWO,Take-Two Interactive Software Inc.,NMS,Multimedia & Graphics Software,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TTEK,Tetra Tech Inc.,NMS,Technical Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
TGNA,TEGNA Inc.,NYQ,Broadcasting - TV,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
SUP,Superior Industries International Inc.,NYQ,Auto Parts,USA,5/11/2021,5/11/2021,5/11/2021,5/11/2021,N,N,N,N
PFPT,Proofpoint Inc.,NGM,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
MTZ,MasTec Inc.,NYQ,Heavy Construction,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
MSCI,MSCI Inc.,NYQ,Processing Systems & Products,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
MPW,Medical Properties Trust Inc.,NYQ,REIT - Healthcare Facilities,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
MELI,Mercadolibre Inc.,NMS,Catalog & Mail Order Houses,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
LSTR,Landstar System Inc.,NMS,Trucking,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
LAD,Lithia Motors Inc.,NYQ,Auto Dealerships,USA,5/11/2021,3/21/2021,3/21/2021,3/21/2021,N,N,N,N
IDRA,Idera Pharmaceuticals Inc.,NCM,Biotechnology,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
VMI,Valmont Industries Inc.,NYQ,Metal Fabrication,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
TDY,Teledyne Technologies Incorporated,NYQ,Scientific & Technical Instruments,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
SKYW,SkyWest Inc.,NMS,Regional Airlines,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
ROL,Rollins Inc.,NYQ,Business Services,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
RMTI,Rockwell Medical Inc.,NGM,Drug Manufacturers - Major,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
RAVN,Raven Industries Inc.,NMS,Diversified Machinery,USA,5/12/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
PRLB,Proto Labs Inc.,NYQ,Machine Tools & Accessories,USA,5/12/2021,4/26/2021,4/26/2021,4/26/2021,N,N,N,N
PMT,PennyMac Mortgage Investment Trust,NYQ,REIT - Diversified,USA,5/12/2021,5/12/2021,5/12/2021,5/12/2021,N,N,N,N
PLD,Prologis Inc.,NYQ,REIT - Industrial,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
NTGR,NETGEAR Inc.,NMS,Communication Equipment,USA,5/7/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
MUX,McEwen Mining Inc.,NYQ,Industrial Metals & Minerals,USA,5/12/2021,5/7/2021,5/7/2021,5/8/2021,N,N,N,N
MITK,Mitek Systems Inc.,NCM,Application Software,USA,5/12/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
LLNW,Limelight Networks Inc.,NMS,Internet Information Providers,USA,5/11/2021,5/7/2021,5/7/2021,5/7/2021,N,N,N,N
YUME,YuMe Inc.,NYQ,Advertising Agencies,USA,5/11/2021,3/20/2021,3/20/2021,3/20/2021,N,N,N,N
TYL,Tyler Technologies Inc.,NYQ,Technical & System Software,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
TXMD,TherapeuticsMD Inc.,ASE,Drug Manufacturers - Major,USA,5/11/2021,4/25/2021,4/25/2021,4/25/2021,N,N,N,N
TBI,TrueBlue Inc.,NYQ,Staffing & Outsourcing Services,USA,5/12/2021,5/8/2021,5/8/2021,5/8/2021,N,N,N,N
